"New Zealand Schools Directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand schools including contact details, institution and regional information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"^Email addresses are only listed for schools that agreed to have their email publicly released. Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Principal names are available for State and State Integrated Schools. Principal names for Private Schools are provided where available.  The most up to date information that we have available has been provided.  Recent changes may not be reflected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roll data as at 1 November 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional Council: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Type: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Gender: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neighbourhood (SA2): ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Donations,Gender of Students,KME Peak Body,Takiwā,Territorial Authority,Regional Council,Local Office,Education Region,General Electorate,Māori Electorate,Neighbourhood (SA2 code),Neighbourhood (SA2),Ward,Community of Learning ID,Community of Learning Name,Latitude,Longitude,Enrolment Scheme,Equity Index (EQI),Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International,Isolation Index,Language of Instruction,Boarding Facilities,Cohort Entry,Status
402,Waiau Area School,03-2266285,admin@was.school.nz,Andrew Pardoe-Burnett,http://www.was.school.nz/,47 Orawia Road ,,Tuatapere,47 Orawia Road,,Tuatapere,9620,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,357900,Longwood Forest,Waiau Aparima Ward,,,-46.129567,167.688882,No,524,150,107,46,3,18,1,0,0,2.30,All students taught in English,No,No,Open
404,Southland Boys' High School,03-2113003,mail@sbhs.school.nz,Ray Laurenson,http://www.sbhs.school.nz,181 Herbert Street ,,Invercargill,PO Box 1543,,Invercargill,9840,Large urban area,Secondary (Year 7-15),,State,Donations may be requested,Boys School,,Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,361100,Gladstone (Invercargill City),Area Outside Ward,,,-46.395635,168.359101,Yes,466,985,810,263,108,34,16,5,2,0.82,All students taught in English,Yes,No,Open
405,Southland Girls' High School,03-2116030,excellence@southlandgirls.school.nz,Yvonne Browning,http://www.southlandgirls.school.nz,328 Tweed Street ,Georgetown,Invercargill,328 Tweed Street,Georgetown,Invercargill,9812,Large urban area,Secondary (Year 7-15),,State,Donations may be requested,Girls School,,Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,362100,Georgetown,Area Outside Ward,,,-46.417471,168.365160,Yes,465,1031,790,225,72,63,14,13,21,0.79,All students taught in English,Yes,No,Open
408,Verdon College,03-2169039,admin@verdoncollege.school.nz,Jarlath Kelly,http://www.verdoncollege.school.nz,Rockdale Road ,,Invercargill,PO Box 645,,Invercargill,9840,Large urban area,Secondary (Year 7-15),,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,362402,Rockdale,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.415720,168.397288,Yes,463,713,404,164,53,170,25,3,0,0.84,All students taught in English,No,No,Open
409,Aparima College,03-2348900,office@aparima.school.nz,Aloma Williams,http://www.aparima.school.nz,33 Leader Street ,,Riverton,33 Leader Street,,Riverton,9822,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,358801,Riverton,Waiau Aparima Ward,,,-46.353612,168.016613,No,491,218,153,62,4,29,2,1,0,1.53,All students taught in English,No,No,Open
418,Rangiora New Life School,03-3136332,admin@rnls.school.nz,Stephen Walters,http://www.rnls.school.nz,2 Denchs Road ,Southbrook,Rangiora,Denchs Road,,Rangiora,7400,Medium urban area,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Waimakariri District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Waimakariri,Te Tai Tonga,315001,Southbrook,Rangiora-Ashley Ward,99066,Tipu Maia Community of Learning,-43.320251,172.598016,Yes,432,449,392,25,12,29,35,6,5,0.41,All students taught in English,No,No,Open
419,Rudolf Steiner School (Chch),03-3370514,admin@ch.steiner.school.nz,Paul Kennedy,http://www.ch.steiner.school.nz,19 Ombersley Terrace ,Opawa,Christchurch,PO Box 19944,Woolston,Christchurch,8241,Major urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch Central,Te Tai Tonga,330900,Opawa,Heathcote Ward,99110,Steiner Waldorf Community of Learning,-43.560087,172.659135,No,410,324,297,41,7,32,10,7,0,0.16,All students taught in English,No,No,Open
421,Richmond View School,03-5780626 Ext 732,bursar@rvs.school.nz,Dave Pauling,http://www.rvs.school.nz,26 Burleigh Road ,,Blenheim,26 Burleigh Road,Redwoodtown,Blenheim,7201,Medium urban area,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307801,Whitney West,Blenheim General Ward,99006,Piritahi Kāhui Ako,-41.526405,173.943363,No,432,334,235,19,10,47,59,8,0,0.48,All students taught in English,No,No,Open
422,Faith City School,06-3457737,admin@faithcity.school.nz,Martin Bullock,http://www.faithcity.school.nz,127 Springvale Road ,Springvale,Whanganui,127 Springvale Road,Westmere,Whanganui,4501,Large urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,223901,Springvale North,Area Outside Ward,99164,Lower North Island Christian Community of Learning,-39.920430,175.020933,Yes,444,167,105,44,15,28,20,1,0,0.37,All students taught in English,No,No,Open
424,Michael Park School,09-5793083,admin@michaelpark.school.nz,Desmond Pemerika,http://www.michaelpark.school.nz/,55 Amy Street ,Ellerslie,Auckland,PO Box 11224,Ellerslie Central,Auckland,1542,Major urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,143301,Ellerslie Central,Maungakiekie-Tāmaki Ward,99110,Steiner Waldorf Community of Learning,-36.893517,174.815655,No,388,327,250,35,19,67,31,4,2,0.20,All students taught in English,No,No,Open
428,Whangamata Area School,07-8658557,office@whangamata.school.nz,Alistair Luke,http://www.whangamata.school.nz/,Port Road ,,Whangamata,PO Box 8,,Whangamata,3643,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,168502,Whangamatā East,South East Ward,99155,Coromandel Community of Learning,-37.215339,175.866532,Yes,463,539,421,144,23,25,9,2,7,1.43,All students taught in English,No,Yes,Open
429,Excellere College,09-4352458,office@excellerecollege.school.nz,Andy Mouat,http://www.excellerecollege.school.nz,39 Great North Road ,Kamo,Whangarei,PO Box 4237,Kamo,Whangarei,0141,Large urban area,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,105500,Kamo West,Whangārei Urban General Ward,99182,Te Tai Raki Whangarei Kāhui Ako,-35.669702,174.298573,No,454,338,247,72,11,43,22,9,3,0.73,All students taught in English,No,Yes,Open
432,KingsWay School,09-4270900,,Graeme Budler,http://www.kingsway.school.nz,100 Jelas Road ,,Red Beach,PO Box 54,,Red Beach,0945,Large urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,113600,Kingsway,Albany Ward,99210,Ki Atua hei te Kororia Kāhui Ako,-36.605641,174.683043,No,390,1853,920,57,21,710,153,28,67,0.49,All students taught in English,No,Yes,Open
435,"Hukarere Girls’ College",06-8358452,info@hukarere.school.nz,Amy Brittain,https://www.hukarere.ac.nz/,31 Napier Road ,,Havelock North,PO Box 8902,,Havelock North,4157,Medium urban area,Secondary (Year 9-15),Secondary Māori Boarding School,State : Integrated,"Donations should not be requested, unless for a school camp",Girls School,,Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,211600,Havelock North-Central,Hastings-Havelock North General Ward,99002,Matariki Community of Learning,-39.667401,176.879131,No,543,57,3,55,4,0,0,0,0,0.42,All students taught in English,Yes,No,Open
436,Springbank School,09-4075236,reception@springbank.school.nz,Mike Warren,http://www.springbank.school.nz,78 Waimate North Road ,,Kerikeri,PO Box 404,,Kerikeri,0245,Rural other,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,102600,Puketotara,Bay of Islands-Whangaroa General Ward,,,-35.242004,173.915476,No,not applicable,220,194,16,0,16,7,3,5,not applicable,All students taught in English,No,No,Open
439,Totara College of Accelerated Learning,06-3746165,office@totaracollege.school.nz,Deborah Max,https://www.totaracollege.school.nz,3 Ruahine Street ,,Dannevirke,PO Box 152,,Dannevirke,4942,Small urban area,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233200,Dannevirke West,North Tararua General Ward,99164,Lower North Island Christian Community of Learning,-40.190155,176.111442,No,497,63,51,17,2,1,4,0,0,0.91,All students taught in English,No,No,Open
440,Pinehurst School,09-4140960,info@pinehurst.school.nz,Mike Waller,http://www.pinehurst.school.nz,75 Bush Road ,Albany,Auckland,PO Box 302308,North Harbour,Auckland,0751,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,118100,Albany South,Albany Ward,,,-36.739163,174.704012,No,not applicable,1149,217,9,1,931,21,2,20,not applicable,All students taught in English,No,No,Open
441,ACG Strathallan,09-2950830,strathallan@acgedu.com,Daniel O'Connor,http://www.acgedu.com/nz/strathallan,50 Hayfield Way ,,Karaka,50 Hayfield Way RD 1,,Papakura,2580,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162500,Hingaia,Manurewa-Papakura Ward,,,-37.081862,174.903703,No,not applicable,1232,541,42,32,666,29,7,55,not applicable,All students taught in English,No,No,Open
443,Hastings Christian School,06-8786696,office@hcs.school.nz,Gavin Clark,http://www.hcs.school.nz,1009 Copeland Road ,Akina,Hastings,1009 Copeland Road,Akina,Hastings,4122,Large urban area,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,211000,Parkhaven,Heretaunga General Ward,99164,Lower North Island Christian Community of Learning,-39.658526,176.845189,Yes,427,322,252,35,12,23,29,2,0,0.07,All students taught in English,No,No,Open
451,Hamilton Christian School,07-8540010,admin@hamiltonchristian.school.nz,Shaun Brooker,http://www.hcswaikato.school.nz,4 North City Road ,Rototuna North,Hamilton,4 North City Road RD 1,,Hamilton,3281,Major urban area,Composite,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.721434,175.260860,No,412,917,601,40,26,219,96,25,31,0.28,All students taught in English,No,No,Open
452,Southern Cross Campus,09-2550404,,Samantha Smith,http://www.southerncross.school.nz/,237 Buckland Road ,Mangere,Auckland,PO Box 43242,Mangere,Auckland,2153,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,151200,Harania South,Manukau Ward,99124,Whakatipu Akoranga Kāhui Ako,-36.964291,174.816726,Yes,517,1611,54,209,1389,152,19,2,0,0.15,Some students taught in a Pacific language,No,No,Open
453,Kadimah School,09-3733072,office@kadimah.school.nz,Sue Meltzer (Acting),http://www.kadimah.school.nz,514 Remuera Road ,Remuera,Auckland,PO Box 68135,Newton,Auckland,1145,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,141600,Remuera Waiata,Ōrākei Ward,,,-36.881083,174.802674,No,363,151,85,4,4,52,47,0,0,0.10,All students taught in English,No,No,Open
454,St Dominic's College,06-3443814,info@sspx.org.nz,Rosemarie Fahey,http://www.sspx.org.nz/?page_id=15,12B York Street ,Gonville,Whanganui,PO Box 7123,,Whanganui,4541,Large urban area,Secondary (Year 7-15),,Private : Fully Registered,Not applicable,Girls School,,Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,225300,Gonville North,Area Outside Ward,,,-39.939407,175.022669,No,not applicable,61,44,4,6,17,0,0,2,not applicable,All students taught in English,Yes,No,Open
456,Pukekohe Christian School,09-2386449,admin@pcschool.co.nz,Carolyn Cornu,http://www.pcschool.co.nz,82 Yates Road ,,Pukekohe,PO Box 153,,Pukekohe,2340,Medium urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,166200,Buckland,Franklin Ward,,,-37.216711,174.931297,No,not applicable,344,194,10,4,126,22,3,4,not applicable,All students taught in English,No,No,Open
460,Atea College,09-5705873,admin@ateacollege.com,Eunice Hall,http://www.ateacollege.com,21 Domain Road ,Panmure,Auckland,21 Domain Road,Panmure,Auckland,1072,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Panmure-Ōtāhuhu,Tāmaki Makaurau,146700,Panmure West,Maungakiekie-Tāmaki Ward,,,-36.901088,174.854481,No,not applicable,16,0,0,0,1,0,0,0,not applicable,All students taught in English,No,No,Open
462,Ambury Park Centre,09-6340763,office@amburyparkcentre.org.nz,Patricia Simeon,http://www.amburyparkcentre.org.nz,66 Wellesley Road ,Mangere Bridge,Auckland,PO Box 59141,Mangere Bridge,Manukau,2151,Major urban area,Secondary (Year 9-15),,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Māngere,Tāmaki Makaurau,146100,Māngere Bridge Ambury,Manukau Ward,,,-36.953132,174.771215,No,not applicable,7,6,2,1,1,0,0,0,not applicable,All students taught in English,No,No,Open
463,TKK Motuhake o Tawhiuau,07-3665817,tawhiuau.kura@tawhiuau.school.nz,Vivienne Higgins (Acting),http://www.tawhiuau.school.nz,43 Miro Drive ,,Murupara,PO Box 56,,Murupara,3062,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203600,Murupara,Te Urewera General Ward,,,-38.460994,176.709270,No,550,84,6,84,1,0,0,0,0,1.47,All students taught in te reo Māori,No,No,Open
465,Mana Tamariki,06-3564383,tari@manatamariki.school.nz,Rea Wipaki-Hawkins,,165 Grey Street ,Palmerston North CBD,Palmerston North,165 Grey Street,,Palmerston North,4410,Large urban area,Composite,,State,Donations may be requested,Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,230500,Papaioea North,Te Hirawanui General Ward,,,-40.349078,175.616143,No,444,78,4,78,4,0,0,1,0,0.05,All students taught in te reo Māori,No,No,Open
466,Manukau Christian School,09-2691050,admin@manukauchristian.school.nz,Scott Kennedy,http://www.manukauchristian.school.nz/,77 Rogers Road ,Manurewa,Auckland,PO Box 75623,Manurewa,Manukau,2243,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,160902,Manurewa South,Manurewa-Papakura Ward,,,-37.027835,174.899782,No,not applicable,283,57,15,30,195,22,1,3,not applicable,All students taught in English,No,No,Open
471,Zayed College for Girls,09-2550904,admin@zayedcollege.school.nz,Regina Rasheed,http://www.zayedcollege.school.nz,44 Westney Road ,Mangere,Auckland,PO Box 43251,Mangere,Auckland,2153,Major urban area,Secondary (Year 7-15),,State : Integrated,"Donations should not be requested, unless for a school camp",Girls School,,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,151000,Māngere South,Manukau Ward,99123,Mangere Kāhui Ako,-36.978829,174.792663,No,438,211,4,0,12,138,58,6,0,0.25,All students taught in English,No,No,Open
472,OneSchool Global - New Zealand,09-6361255,admin@nz.oneschoolglobal.com,Matt Morrison,https://www.oneschoolglobal.com,Level 1 The Precinct 40 Onehunga Mall,Onehunga,Auckland,PO Box 13979,Onehunga,Auckland,1643,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145500,Onehunga-Te Papapa Industrial,Maungakiekie-Tāmaki Ward,,,-36.930189,174.786583,No,not applicable,1513,1508,2,2,0,2,1,0,not applicable,All students taught in English,No,No,Open
476,Tongariro School,07-3868684,administration@tongariro.school.nz,Sharlyn Holt,http://www.tongariro.school.nz,22 Waipapa Road ,,Turangi,22 Waipapa Road,,Turangi,3334,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,189700,Tūrangi,Turangi-Tongariro General Ward,99020,Taupō Community of Schools,-38.985790,175.815059,No,546,347,84,300,27,10,2,0,0,1.53,All students taught in English,No,No,Open
478,Wainuiomata High School,04-9383224,office@wainuiomatahigh.school.nz,Lea Vellenoweth (Acting),http://www.wainuiomatahigh.school.nz,60 Parkway ,Wainuiomata,Lower Hutt,PO Box 43156,Wainuiomata,Lower Hutt,5048,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Ikaroa-Rāwhiti,246900,Wainuiomata West,Wainuiomata Ward,99090,Wainuiomata Community of Learning,-41.251669,174.936203,No,509,648,353,306,156,113,3,8,23,0.21,Some students taught in a Pacific language,No,No,Open
481,City Impact Church School,09-4770302,school@cityimpactchurch.com,Darrell Parratt,http://www.cityimpactchurch.school.nz,794 East Coast Road ,Oteha,Auckland,PO Box 35211,Browns Bay,Auckland,0753,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117600,Oteha East,Albany Ward,,,-36.721824,174.722963,No,not applicable,344,180,6,11,120,36,4,0,not applicable,All students taught in English,No,No,Open
482,Aquinas College,07-5432400,admin@aquinas.school.nz,Matt Dalton,http://www.aquinas.school.nz,183 Pyes Pa Road ,Pyes Pa,Tauranga,183 Pyes Pa Road RD 3,,Tauranga,3173,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Tauranga,Waiariki,195601,Pyes Pa South,Tauriko General Ward,99018,Rotorua Catholic Faith Based Community of Learning,-37.750885,176.121982,No,400,801,632,131,25,148,27,12,24,0.22,All students taught in English,No,No,Open
484,Wentworth College,09-424 3273  ,enquiries@wentworth.school.nz,Bruce Tong,http://www.wentworth.school.nz,65 Gulf Harbour Drive ,Gulf Harbour,Whangaparaoa,PO Box 650,,Whangaparaoa,0943,Large urban area,Secondary (Year 7-15),,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115700,Gulf Harbour North,Albany Ward,,,-36.613154,174.791292,No,not applicable,411,244,16,3,173,8,11,32,not applicable,All students taught in English,No,No,Open
485,Taumata School,07-5790990,office@taumata.school.nz,Genavier Fuller,https://www.taumata.school.nz/,145 Mortlake Heights ,Pyes Pa,Tauranga,145 Mortlake Heights,Pyes Pa,Tauranga,3112,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,195102,Pyes Pa West,Tauriko General Ward,99085,Tauranga Peninsula Kāhui Ako,-37.751294,176.110904,Yes,417,708,500,122,29,178,13,6,0,0.18,All students taught in English,No,Yes,Open
487,Mt Hobson Academy,09-5231241,admin@mthobson.school.nz,Saira Boyle,http://www.mthobson.school.nz,,,,PO Box 74276,Greenlane,Auckland,1546,,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,,,Auckland Office,Tāmaki Herenga Manawa,,,,,,,,,,No,not applicable,158,101,67,18,9,2,4,0,not applicable,All students taught in English,No,No,Open
488,Ngā Taiātea Wharekura,07-8506358,,Michelle Treadaway-Ohia,http://www.taiatea.school.nz,134 Rotokauri Road ,Nawton,Hamilton,134 Rotokauri Road RD 9,,Hamilton,3289,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton West,Hauraki-Waikato,176301,Te Rapa South,West General Ward,99084,Te Kaahui Ako o Tainui,-37.768016,175.231112,No,503,263,8,263,20,1,1,0,0,0.16,All students taught in te reo Māori,No,No,Open
491,Sancta Maria College,09-2744081,admin@sanctamaria.school.nz,Louise Moore,http://www.sanctamaria.school.nz,319 Te Irirangi Drive ,Howick South,Manukau,PO Box 64437,Botany,Manukau,2163,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,157301,Ormiston North,Howick Ward,99189,South East Christian Kāhui Ako,-36.957848,174.904880,Yes,389,1025,259,53,186,571,87,15,39,0.18,All students taught in English,No,No,Open
494,Putāruru College,07-883 8323,office@putarurucollege.school.nz,Rob Rogers,http://www.putarurucollege.school.nz,Junction Street ,,Putaruru,PO Box 210,,Putaruru,3443,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186000,Putāruru,Putāruru Ward,99076,Putaruru Community of Learning,-38.040160,175.786837,Yes,516,398,227,187,13,21,5,1,0,0.89,All students taught in English,No,No,Open
495,Taieri College,03-4893823,office@taieri.school.nz,David Hunter,http://www.taieri.school.nz,Green Street ,,Mosgiel,PO Box 45,,Mosgiel,9053,Medium urban area,Secondary (Year 7-15),,State,Donations may be requested,Co-Educational,,Te Tai Runga,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,350000,Seddon Park,Area Outside Ward,,,-45.875915,170.351398,Yes,458,1214,1083,202,32,53,26,12,7,0.35,All students taught in English,No,No,Open
496,Reefton Area School,03-7328421,office@ras.school.nz,Sue Bass (Acting),http://www.ras.school.nz/,10 Victory Street ,,Reefton,10 Victory Street,,Reefton,7830,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Buller District,West Coast Region,Nelson Office,"Nelson, Marlborough, West Coast",West Coast-Tasman,Te Tai Tonga,309800,Reefton,Inangahua Ward,99023,TOSI Area Schools Community of Learning,-42.115241,171.860874,No,509,160,124,30,2,11,4,1,0,3.24,All students taught in English,No,No,Open
497,Te Kura o Hirangi,07-3867632,mainoffice@hirangi.maori.nz,Henarata Ham,,29 Mawake Place ,,Turangi,29 Mawake Place,,Turangi,3334,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,189700,Tūrangi,Turangi-Tongariro General Ward,,,-38.984401,175.803419,No,534,288,12,283,4,7,0,0,0,1.54,All students taught in te reo Māori,No,No,Open
498,Te Aho o Te Kura Pounamu,04-4736841,Facilities.helpdesk@tekura.school.nz,Te Rina Leonard,http://www.tekura.school.nz,11 Portland Crescent ,Thorndon,Wellington,Private Bag 39992,Lower Hutt,Wellington,5045,Major urban area,Correspondence School,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250902,Thorndon South,Pukehīnau/Lambton General Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-41.274444,174.776608,No,506,9329,6483,3290,656,565,278,119,0,0.05,Some students taught in a Pacific language,No,No,Open
